suggestion_id,PARSE-Ego4D ID,Query,Action,Description,n_raters,SENSIBLE_mean,SENSIBLE_std,CORRECT_mean,CORRECT_std,IMPLICIT_mean,IMPLICIT_std,VALUE_mean,VALUE_std,LIKELY_mean,LIKELY_std,split
158,02aeefb5-0350-4b3c-ac2b-5cfebdc181df-18-0-200,Play some music,Assistant,Open the music app,1,1.0,,4.0,,3.0,,,,,,train
159,02aeefb5-0350-4b3c-ac2b-5cfebdc181df-18-0-200,Show me some gardening tips,Assistant,Open the gardening app,1,3.0,,1.0,,3.0,,,,,,train
162,02b5eaa4-537f-4dff-af23-244de91b614a-17-1-200,Show me how to paint a wall,Instructions,Show me a tutorial on how to paint a wall,1,5.0,,5.0,,1.0,,,,,,train
163,02b5eaa4-537f-4dff-af23-244de91b614a-17-1-200,Suggest some colors for the wall,Instructions,Help me choose a color for the wall,1,5.0,,5.0,,5.0,,,,,,train
164,02c40de9-2162-4b24-bf88-804fe630acfe-28-0-200,Show me my shopping list,Assistant,Open the shopping list,1,5.0,,5.0,,4.0,,,,,,train
165,02c40de9-2162-4b24-bf88-804fe630acfe-28-0-200,Show me my shopping list and navigate me to the correct aisle,Maps,Open the shopping list and navigate to the correct aisle,1,5.0,,4.0,,2.0,,,,,,train
166,02ca6897-bf08-4cfb-bbc7-7810dbf5cca2-30-0-200,What does this road sign mean?,Language,Translate the road sign,1,5.0,,5.0,,5.0,,,,,,train
167,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-199-0-200,What are the rules of this game?,Assistant,Show me the rules of the game,1,5.0,,1.0,,5.0,,,,,,train
168,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-199-0-200,What cards do I have?,Memory,Show me my current hand,1,2.0,,2.0,,2.0,,,,,,train
169,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-106-1-200,What are the rules of this game?,Assistant,Show me the rules of the game,5,4.4,0.8944271909999161,1.4,0.8944271909999159,2.8,1.6431676725154984,,,,,test
170,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-106-1-200,Can you help me track the other person's cards?,Memory,Help me track the other person's cards,5,2.8,1.6431676725154984,3.8,1.7888543819998317,1.8,1.3038404810405297,,,,,test
171,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-160-2-200,Open the scorekeeper app,Assistant,Open the scorekeeper app,1,2.0,,1.0,,2.0,,,,,,train
172,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-160-2-200,Open the card game assistant app,Assistant,Open the card game assistant app,2,4.0,1.4142135623730951,4.0,0.0,4.5,0.7071067811865476,,,,,val
173,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-179-3-200,Open notes and create a new note,Assistant,Open the notes app and create a new note,1,4.0,,4.0,,4.0,,,,,,train
174,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-179-3-200,"Open notes and create a new note with the score, date, and time of the game",Assistant,"Open the notes app and create a new note with the score, date, and time of the game",1,5.0,,4.0,,3.0,,,,,,train
175,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-197-4-200,What cards should I play?,Assistant,Suggest a strategy for playing the cards,2,3.0,2.8284271247461903,2.5,0.7071067811865476,4.0,1.4142135623730951,,,,,val
176,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-197-4-200,What is the best move for me to make?,Assistant,"Provide a real-time analysis of the game state, and suggest the best move for the user to make",1,5.0,,3.0,,5.0,,,,,,train
177,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-139-5-200,Show me my hand,Assistant,Show my hand,1,1.0,,1.0,,1.0,,,,,,train
178,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-139-5-200,Suggest a card to play,Assistant,Suggest a card to play,1,1.0,,1.0,,1.0,,,,,,train
179,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-113-6-200,Open the scorekeeper app,Assistant,Open the scorekeeper app,1,5.0,,4.0,,5.0,,,,,,train
180,02cf2e59-26be-43be-a4d9-7d6cbcfd0898-113-6-200,What cards am I holding?,Multimodal search,Identify the cards I am holding,5,4.2,1.3038404810405297,4.0,1.4142135623730951,2.4,1.3416407864998738,,,,,test
181,02d1f024-1470-4ce6-acde-b938f7847eb6-97-1-200,How much do these lemons weigh?,Assistant,Weigh the lemons,1,2.0,,1.0,,2.0,,,,,,train
182,02d1f024-1470-4ce6-acde-b938f7847eb6-103-1-200,How many lemons have I harvested so far?,Memory,Count the lemons,1,5.0,,5.0,,3.0,,,,,,train
183,02e33b0d-ef73-449b-b7de-48bf04c0f76c-199-0-200,How much paint is left?,Multimodal search,How much paint is left in the bucket?,1,5.0,,1.0,,5.0,,,,,,train
184,02e33b0d-ef73-449b-b7de-48bf04c0f76c-199-0-200,"How much paint is left? Also, what other colors do you have?",Multimodal search,"How much paint is left in the bucket? Also, what other colors of paint do you have?",1,4.0,,3.0,,4.0,,,,,,train
189,031215a5-c4ff-4059-bf36-8416955c336a-113-0-200,Find me a blue pen,Assistant,Find a specific color or type of pen,1,5.0,,5.0,,5.0,,,,,,train
190,031215a5-c4ff-4059-bf36-8416955c336a-113-0-200,Suggest a new color or type of pen for my drawing,Assistant,"Find a specific color or type of pen, or suggest a new color or type of pen",1,2.0,,2.0,,2.0,,,,,,train
191,031314bd-fa48-42ef-8341-bc5ca17f6a4a-16-0-200,What kind of stone is this?,Multimodal search,Identify the stone,1,4.0,,5.0,,4.0,,,,,,train
192,031314bd-fa48-42ef-8341-bc5ca17f6a4a-16-0-200,Show me a tutorial on how to build a wall,Instructions,Show me how to build a wall,6,4.0,0.8944271909999159,4.166666666666667,1.3291601358251257,2.8333333333333335,1.4719601443879746,,,,,test
193,0329f5e4-623c-40db-9484-6326b7b68e2e-181-0-200,How do I weave a basket?,Instructions,Show me instructions on how to weave a basket,1,5.0,,2.0,,3.0,,,,,,train
194,0329f5e4-623c-40db-9484-6326b7b68e2e-181-0-200,Where can I buy bamboo pins and teak leaves?,Maps,Show me a list of nearby stores that sell bamboo pins and teak leaves,1,5.0,,3.0,,4.0,,,,,,train
195,0329f5e4-623c-40db-9484-6326b7b68e2e-199-1-200,Show me a tutorial on how to weave banyan leaves,Instructions,Show me how to weave banyan leaves,5,4.6,0.5477225575051662,3.8,1.3038404810405297,4.0,1.224744871391589,,,,,test
196,0329f5e4-623c-40db-9484-6326b7b68e2e-199-1-200,"Show me a tutorial on how to weave banyan leaves, and where to buy more",Instructions,"Show me how to weave banyan leaves, and where to buy more",1,4.0,,5.0,,3.0,,,,,,train
197,0329f5e4-623c-40db-9484-6326b7b68e2e-176-2-200,How do I weave leaves together?,Instructions,How do I weave leaves together?,1,5.0,,5.0,,5.0,,,,,,train
198,0329f5e4-623c-40db-9484-6326b7b68e2e-176-2-200,How do I weave leaves together and make them stay?,Instructions,How do I weave leaves together and make them stay?,1,4.0,,5.0,,4.0,,,,,,train
199,033520cd-e7e4-4649-b551-83bb451a4802-28-0-200,Remember what I have written on this paper,Memory,Remember what I have written,2,1.0,0.0,3.0,2.8284271247461903,1.0,0.0,,,,,train
200,033520cd-e7e4-4649-b551-83bb451a4802-28-0-200,What are these plants?,Multimodal search,Identify the plants,1,5.0,,5.0,,4.0,,,,,,train
201,033c136a-7a79-4c7e-a0c3-15e4ad0a22cf-77-0-200,What do you know about this jacket?,Multimodal search,Ask for information about the jacket,1,3.0,,4.0,,3.0,,,,,,train
202,033c136a-7a79-4c7e-a0c3-15e4ad0a22cf-114-0-200,What should I wear?,Instructions,Ask for suggestions on what to wear,1,4.0,,4.0,,3.0,,,,,,train
203,035eb249-9923-41ec-9f59-3b131c12bb1f-22-0-200,Summarize the meeting so far,Language,Show a summary of the meeting so far,1,4.0,,4.0,,5.0,,,,,,train
204,035eb249-9923-41ec-9f59-3b131c12bb1f-22-0-200,What action items have we discussed so far?,Memory,Show a list of action items from the meeting so far,1,5.0,,5.0,,5.0,,,,,,train
205,03675d44-26f7-4f2f-807c-55e69f983d5a-73-0-200,Where is the nearest outlet?,Maps,Find the nearest outlet,1,4.0,,4.0,,4.0,,,,,,train
206,03675d44-26f7-4f2f-807c-55e69f983d5a-73-0-200,Remind me to bring a phone charger next time I come here,Memory,Remind me to bring a phone charger next time,6,3.3333333333333335,1.505545305418162,3.6666666666666665,1.505545305418162,2.5,1.378404875209022,,,,,test
207,03714ff5-bc12-473f-8746-7ffe7251d87f-151-0-200,Why is the lamp shaking?,Assistant,Why is the lamp shaking?,2,2.0,1.4142135623730951,1.0,0.0,1.5,0.7071067811865476,,,,,val
208,0377792b-7b1e-4d67-86fd-f50c9257ea85-27-0-200,How do I assemble a network cable?,Instructions,Show me how to assemble a network cable,2,4.0,0.0,4.5,0.7071067811865476,3.5,0.7071067811865476,,,,,val
209,0377792b-7b1e-4d67-86fd-f50c9257ea85-27-0-200,How do I assemble a network cable and find the right tools?,Instructions,Show me how to assemble a network cable and find the right tools,1,5.0,,4.0,,4.0,,,,,,train
210,038744fd-eb1f-40d7-abb0-bae0561ce3a4-166-0-200,Show me what the completed puzzle should look like,Multimodal search,Show me a picture of the completed puzzle,1,4.0,,3.0,,1.0,,,,,,train
211,038744fd-eb1f-40d7-abb0-bae0561ce3a4-166-0-200,Show me how to assemble this puzzle,Instructions,Show me a video tutorial on how to assemble the puzzle,5,4.2,1.3038404810405297,4.8,0.44721359549995787,4.0,1.7320508075688772,,,,,test
212,038744fd-eb1f-40d7-abb0-bae0561ce3a4-88-1-200,How do I assemble this puzzle?,Instructions,Identify the puzzle pieces and give instructions on how to assemble the puzzle,1,5.0,,1.0,,1.0,,,,,,train
213,038744fd-eb1f-40d7-abb0-bae0561ce3a4-88-1-200,How do I assemble this puzzle? Can you project the instructions onto the puzzle?,Instructions,"Identify the puzzle pieces, give instructions on how to assemble the puzzle, and project the instructions onto the puzzle",2,2.0,1.4142135623730951,5.0,0.0,2.0,0.0,,,,,val
214,03acb84e-6cb8-487c-b413-630bcbf9f406-198-0-200,What's next?,Assistant,What should I do next?,1,2.0,,2.0,,2.0,,,,,,train
215,03acb84e-6cb8-487c-b413-630bcbf9f406-188-1-200,Remember which books I have cleaned,Memory,Remember which books I have cleaned,1,1.0,,3.0,,1.0,,,,,,train
216,03acb84e-6cb8-487c-b413-630bcbf9f406-188-1-200,Create a to-do list of the books that I still need to clean,Assistant,Create a to-do list of the books that I still need to clean,1,2.0,,2.0,,2.0,,,,,,train
217,03be7d83-7394-45b9-9f36-b55ad721aee1-112-0-200,Turn on the flashlight,Assistant,Open the flashlight,5,4.0,1.224744871391589,4.8,0.44721359549995787,3.8,0.8366600265340756,,,,,test
218,03be7d83-7394-45b9-9f36-b55ad721aee1-112-0-200,Show me how to install a lighting fixture,Instructions,Open a tutorial on how to install a lighting fixture,1,5.0,,5.0,,1.0,,,,,,train
219,03bf56cf-494a-4b7b-87be-363d04bad7c1-69-0-200,What color is this paint?,Multimodal search,What color is this paint?,1,2.0,,4.0,,3.0,,,,,,train
220,03bf56cf-494a-4b7b-87be-363d04bad7c1-69-0-200,What color is this paint? What other colors would go well with it?,Multimodal search,What color is this paint? What other colors would go well with it?,5,3.2,1.6431676725154984,3.8,1.3038404810405297,2.2,1.3038404810405297,,,,,test
221,03ca4970-374e-4901-9895-81f262c0da5c-121-0-200,Show me my shopping list,Assistant,Open the shopping list,1,5.0,,4.0,,5.0,,,,,,train
222,03ca4970-374e-4901-9895-81f262c0da5c-121-0-200,What's on my shopping list that's nearby?,Assistant,Suggest items on my shopping list that are nearby,1,5.0,,4.0,,5.0,,,,,,train
223,03cc49c3-a7d1-445b-9a2a-545c4fae6843-199-0-200,Show me some tutorials on pottery,Instructions,Show me some tutorials on pottery,1,5.0,,5.0,,4.0,,,,,,train
224,03cc49c3-a7d1-445b-9a2a-545c4fae6843-199-0-200,Set a timer for 15 minutes,Assistant,Set a timer for 15 minutes,5,3.2,1.7888543819998317,3.8,1.7888543819998317,1.8,0.4472135954999579,,,,,test
227,03e12aff-3e22-4922-af0f-cb188c284b2e-146-0-200,How do I use the table saw safely?,Instructions,How to use the table saw safely,5,4.4,0.8944271909999159,4.2,1.0954451150103324,3.0,1.224744871391589,,,,,test
228,03e12aff-3e22-4922-af0f-cb188c284b2e-146-0-200,Show me a tutorial on how to use the table saw safely,Instructions,Show me a tutorial on how to use the table saw safely,1,5.0,,5.0,,5.0,,,,,,train
229,03e90bbc-7d6b-423c-84d9-b5be3eff11c5-151-0-200,How do I drill this table?,Instructions,Help me drill the table,1,5.0,,5.0,,5.0,,,,,,train
230,03f0258c-8bd2-4545-8440-aa4a8afcfd31-70-0-200,How do I fix this craft bag?,Instructions,Show me instructions on how to fix the craft bag,1,3.0,,5.0,,4.0,,,,,,train
231,03f0258c-8bd2-4545-8440-aa4a8afcfd31-70-0-200,Show me a video on how to fix this craft bag,Instructions,Show me a video tutorial on how to fix the craft bag,2,3.0,1.4142135623730951,3.0,1.4142135623730951,2.0,1.4142135623730951,,,,,val
232,03f0258c-8bd2-4545-8440-aa4a8afcfd31-101-1-200,How do I use this hammer to attach the pin to the cloth?,Instructions,How to use the hammer to attach the pin to the cloth,1,2.0,,5.0,,2.0,,,,,,train
233,03f0258c-8bd2-4545-8440-aa4a8afcfd31-101-1-200,Can you give me a step-by-step guide for this craft project?,Instructions,Provide a step-by-step guide for the entire craft project,1,5.0,,5.0,,3.0,,,,,,train
234,03f0258c-8bd2-4545-8440-aa4a8afcfd31-21-2-200,How do I complete this project?,Instructions,Show me how to complete this project,1,5.0,,5.0,,2.0,,,,,,train
235,03f0258c-8bd2-4545-8440-aa4a8afcfd31-21-2-200,Where is the item I'm looking for?,Assistant,Help me find the item I'm looking for,1,2.0,,1.0,,2.0,,,,,,train
236,03fb98b9-e732-4265-a2a3-9809183acaa7-96-0-200,What are these tumblers?,Multimodal search,Show me more information about these tumblers,5,3.4,1.816590212458495,3.8,1.6431676725154982,3.0,1.5811388300841898,,,,,test
237,03fb98b9-e732-4265-a2a3-9809183acaa7-96-0-200,Add these tumblers to my shopping list,Assistant,Add these tumblers to my shopping list,1,3.0,,1.0,,2.0,,,,,,train
238,04041aaa-d309-42db-b65c-dcaf86b9f96c-104-0-200,Remember this,Memory,Remember where I put the cup of oil,1,1.0,,5.0,,1.0,,,,,,train
239,04041aaa-d309-42db-b65c-dcaf86b9f96c-104-0-200,Remind me to put the oil away,Memory,Remind me to put the oil away after I am done cooking,2,5.0,0.0,3.0,2.8284271247461903,3.0,2.8284271247461903,,,,,val
240,04046863-98c0-42a8-90f9-4191013cc252-107-0-200,Help me find some apples,Multimodal search,Find a specific fruit or compare prices of different fruits,6,2.6666666666666665,1.505545305418162,3.8333333333333335,1.602081978759722,2.8333333333333335,1.3291601358251257,,,,,test
241,04046863-98c0-42a8-90f9-4191013cc252-107-0-200,Suggest some fruits that I might like,Memory,Proactively suggest fruits that the user might be interested in,1,5.0,,5.0,,5.0,,,,,,train
242,04046863-98c0-42a8-90f9-4191013cc252-21-1-200,Compare the prices of these vegetables,Multimodal search,Compare prices of vegetables,1,4.0,,5.0,,5.0,,,,,,train
243,04046863-98c0-42a8-90f9-4191013cc252-21-1-200,Recommend a vegetable for me,Assistant,Recommend a vegetable,1,4.0,,4.0,,4.0,,,,,,train
244,0418078c-19ac-4337-9107-3493b22fe38a-80-0-200,How do I use this saw?,Instructions,Show instructions on how to use the compound slide mitre saw,1,1.0,,4.0,,1.0,,,,,,train
245,0418078c-19ac-4337-9107-3493b22fe38a-80-0-200,How do I use this saw safely?,Instructions,Show safety instructions for using the compound slide mitre saw,1,3.0,,4.0,,3.0,,,,,,train
246,042d40a2-f450-4322-8d4e-e5d5f8864475-131-1-200,Show me the instructions,Instructions,Show me the instructions for this project,5,4.6,0.5477225575051663,5.0,0.0,3.0,1.224744871391589,,,,,test
247,042d40a2-f450-4322-8d4e-e5d5f8864475-123-2-200,How do I remove tape from a carved shape without damaging it?,Instructions,How do I remove tape from a carved shape without damaging it?,1,5.0,,3.0,,3.0,,,,,,train
250,043323ee-0ef9-4e6e-be31-c964bc3ea999-181-0-200,What is this substance that I sprinkled on the window?,Multimodal search,Identify the substance sprinkled on the window,1,1.0,,2.0,,2.0,,,,,,train
251,043323ee-0ef9-4e6e-be31-c964bc3ea999-181-0-200,How can I clean this window more effectively?,Instructions,Give instructions on how to clean the window more effectively,1,4.0,,5.0,,4.0,,,,,,train
252,043323ee-0ef9-4e6e-be31-c964bc3ea999-88-1-200,How should I arrange these decorating items on the table?,Instructions,Suggest a table arrangement for the decorating items,1,1.0,,4.0,,1.0,,,,,,train
253,043323ee-0ef9-4e6e-be31-c964bc3ea999-88-1-200,"How should I arrange these decorating items on the table? Also, can you suggest some food and drink pairings for the party?",Instructions,Suggest a table arrangement for the decorating items and food and drink pairings for the party,1,1.0,,1.0,,1.0,,,,,,train
254,045451d6-2916-4c07-8e47-7cfdaa579086-131-0-200,What card should I play?,Memory,Suggest a card to play,1,4.0,,4.0,,3.0,,,,,,train
255,045451d6-2916-4c07-8e47-7cfdaa579086-131-0-200,Play the card I just picked up,Memory,Suggest playing the card the user just picked up,1,5.0,,1.0,,3.0,,,,,,train
256,045451d6-2916-4c07-8e47-7cfdaa579086-185-1-200,What's the score?,Memory,Show the current score of the game,1,4.0,,5.0,,4.0,,,,,,train
257,045451d6-2916-4c07-8e47-7cfdaa579086-185-1-200,Show me everyone's cards,Memory,Show the current hands of all the players,1,2.0,,2.0,,2.0,,,,,,train
260,045451d6-2916-4c07-8e47-7cfdaa579086-35-3-200,Show me my cards,Assistant,Show my cards,5,3.4,2.1908902300206643,2.2,1.7888543819998317,2.6,1.816590212458495,,,,,test
261,045451d6-2916-4c07-8e47-7cfdaa579086-154-3-200,What cards are left in the deck?,Multimodal search,Show the cards left in the deck,1,1.0,,5.0,,5.0,,,,,,train
262,045451d6-2916-4c07-8e47-7cfdaa579086-141-4-200,What card should I play?,Assistant,Suggest a card to play,1,5.0,,2.0,,2.0,,,,,,train
263,045451d6-2916-4c07-8e47-7cfdaa579086-160-4-200,What card should I play?,Assistant,Suggest a card to play,1,5.0,,1.0,,4.0,,,,,,train
264,045ef85b-bc6c-431e-b29c-90d300b52be1-101-0-200,How do I glue these pieces of wood together?,Instructions,Show me instructions on how to glue the pieces of wood together,6,4.666666666666667,0.5163977794943224,4.333333333333333,1.0327955589886444,4.166666666666667,0.983192080250175,,,,,test
265,045ef85b-bc6c-431e-b29c-90d300b52be1-101-0-200,Show me a video on how to glue these pieces of wood together,Instructions,Show me a video tutorial on how to glue the pieces of wood together,1,5.0,,5.0,,2.0,,,,,,train
266,045ef85b-bc6c-431e-b29c-90d300b52be1-106-1-200,Show me instructions for assembling this model,Instructions,Look up instructions for assembling the wooden mechanical model,5,5.0,0.0,4.8,0.44721359549995787,4.4,0.5477225575051663,,,,,test
267,045ef85b-bc6c-431e-b29c-90d300b52be1-106-1-200,Show me step-by-step instructions for assembling this model,Instructions,Look up instructions for assembling the wooden mechanical model and display them in a way that is easy to follow while working on the model,2,4.0,1.4142135623730951,4.0,1.4142135623730951,2.0,1.4142135623730951,,,,,val
268,0462419d-c275-448a-a275-218cf25cca21-104-0-200,What does this word mean?,Multimodal search,Look up a word or phrase,1,2.0,,2.0,,1.0,,,,,,train
270,0462419d-c275-448a-a275-218cf25cca21-39-1-200,Save my notes,Assistant,Save the notes,1,3.0,,4.0,,4.0,,,,,,train
271,046855d7-41d7-4f41-a6a7-fce921ea8133-23-0-200,Play some music,Assistant,Open the music app and play some music,1,5.0,,5.0,,4.0,,,,,,train
272,046855d7-41d7-4f41-a6a7-fce921ea8133-23-0-200,Give me directions to the baseball court,Maps,Open the maps app and give me directions to the baseball court,5,2.2,1.6431676725154982,2.8,2.04939015319192,2.0,1.4142135623730951,,,,,test
273,0473ae1a-a1bf-486b-97a1-30a395bad8dc-51-0-200,Remember this conversation,Memory,Remember the conversation,1,1.0,,5.0,,1.0,,,,,,train
